1.498394e+14 2.069916e-01 9.621935e+10 5.395957e-01 3.166033e-01 1.636144e+00 8.681263e-01 1.102165e+00
1.992551e+14 2.059281e-01 1.609127e+10 4.212206e-01 6.371295e-02 8.118855e-01 5.566257e-01 1.437802e+00
1.624161e+14 7.782024e-01 5.535976e+10 2.424201e-01 5.506222e-01 1.911818e+00 5.549663e-01 1.457394e+00
1.237913e+14 1.081858e+00 1.127953e+12 2.808244e-01 1.228641e-01 1.918201e+00 1.637630e+00 1.136943e+00
6.935802e+13 1.297855e+00 8.794749e+11 5.634689e-01 7.804558e-02 1.650741e+00 1.280130e+00 1.461696e+00
2.053924e+14 1.036782e+00 7.670173e+11 9.526546e-02 1.028350e-01 1.018596e+00 2.376103e-01 1.344960e+00
1.190189e+14 3.775907e-01 1.609716e+12 7.722270e-02 5.685538e-01 8.533883e-01 1.073971e+00 7.253530e-01
1.225582e+14 1.432350e+00 2.207741e+12 1.951820e-01 2.973580e-01 8.435229e-01 1.677017e+00 1.400122e+00
1.107798e+14 2.178955e-01 1.509947e+12 3.069087e-01 3.440073e-01 1.282559e+00 3.206682e-01 1.462762e+00
9.796481e+13 1.407817e+00 4.068969e+10 1.674401e-01 3.493092e-01 1.471316e+00 6.534792e-01 8.583029e-01
9.436165e+13 1.550220e+00 5.794360e+10 3.602092e-01 5.003292e-01 1.487373e+00 8.417385e-01 1.114335e+00
1.080054e+14 6.444053e-01 3.489299e+10 3.352697e-01 3.529480e-01 3.973232e-01 6.798480e-01 5.952030e-01
2.036169e+14 5.003499e-01 3.480877e+12 3.104850e-01 5.690967e-02 7.717389e-01 7.272673e-01 9.449974e-01
9.623187e+13 5.034955e-01 5.748868e+11 5.219535e-01 5.785005e-01 1.036139e+00 1.214701e+00 6.150086e-01
9.625371e+13 1.275453e+00 1.711277e+11 5.349975e-01 5.962785e-01 7.993082e-01 2.151503e-01 9.153569e-01
1.012949e+14 1.773792e+00 7.006401e+12 1.642249e-01 3.051756e-01 3.160655e-01 1.373036e+00 1.378531e+00
3.000476e+14 9.830416e-01 1.597437e+13 5.076315e-01 3.279342e-01 1.741087e+00 1.983154e+00 1.110578e+00
7.742870e+13 6.397576e-01 2.590327e+12 4.446392e-01 6.064834e-01 1.659087e+00 1.167294e+00 1.259489e+00
3.101089e+14 1.474534e+00 6.474044e+12 5.437610e-02 4.215347e-01 9.984429e-01 9.805954e-01 1.017608e+00
1.272622e+14 3.613949e-01 7.123466e+11 3.599941e-01 3.656708e-01 1.080860e+00 1.525051e+00 8.991229e-01
1.342020e+14 1.329295e+00 8.617290e+10 4.379601e-01 4.643867e-01 6.098946e-01 3.533867e-01 1.369095e+00
1.720039e+14 4.597242e-01 2.652560e+11 3.243270e-01 1.711645e-01 7.927911e-01 8.449103e-01 1.469363e+00
1.642078e+14 1.611901e+00 5.334311e+12 2.628416e-01 8.151772e-02 8.984277e-01 3.593121e-01 1.047840e+00
1.041291e+14 8.320776e-01 8.210676e+11 2.956362e-01 5.069065e-01 1.181011e+00 1.740550e+00 7.566232e-01
1.090783e+14 1.199074e+00 9.880090e+10 3.215310e-01 6.831121e-01 1.185931e+00 7.679250e-01 9.101791e-01
1.312769e+14 9.171528e-01 4.246132e+12 4.894563e-01 2.641153e-02 4.024233e-01 2.311315e-01 1.102906e+00
2.839472e+14 2.727156e-01 2.353790e+12 5.392003e-01 4.181811e-01 1.925271e+00 1.473444e+00 7.886525e-01
1.938019e+14 1.680931e+00 2.640945e+11 1.251683e-01 2.378159e-01 8.236984e-01 1.063406e+00 1.013684e+00
1.278779e+14 1.608560e+00 2.004789e+10 1.221746e-01 3.814210e-01 3.855364e-01 3.076824e-01 1.402019e+00
1.482386e+14 4.650539e-01 4.537100e+12 3.900279e-01 1.513181e-01 9.407648e-01 1.388849e+00 9.291662e-01
1.601655e+14 5.723011e-01 1.018422e+12 5.287152e-01 2.494934e-01 3.474687e-01 9.994984e-01 7.433177e-01
1.136662e+14 2.414702e-01 8.136498e+10 3.018228e-01 3.641347e-01 1.930959e+00 5.686515e-01 8.151782e-01
1.368730e+14 1.261549e+00 1.294388e+13 4.352711e-01 3.131273e-01 3.569796e-01 1.135809e+00 8.672432e-01
9.413579e+13 7.555136e-01 2.735242e+12 1.747303e-01 4.871571e-01 2.713517e-01 1.611141e+00 1.345620e+00
1.248546e+14 1.045817e+00 7.869691e+11 1.912742e-01 2.609673e-01 1.974985e+00 7.899667e-01 1.245699e+00
2.685708e+14 4.814498e-01 2.097409e+12 7.907462e-02 2.723407e-01 1.646877e+00 7.758880e-01 1.217861e+00
2.420774e+14 3.930144e-01 2.354491e+13 8.627225e-02 5.795835e-01 1.322080e+00 1.996723e+00 1.143686e+00
1.369239e+14 1.494890e+00 2.483376e+12 2.474334e-01 8.298611e-02 1.626654e+00 1.013575e+00 5.433608e-01
1.034061e+14 2.528888e-01 2.929447e+10 4.384466e-01 4.759127e-01 6.383520e-01 4.651198e-01 1.263818e+00
1.439049e+14 1.423774e+00 2.889612e+11 5.205457e-01 7.998059e-02 2.260455e-01 7.402948e-01 1.223771e+00
1.125179e+14 3.820206e-01 1.033391e+10 2.646819e-01 5.059757e-01 1.620215e+00 9.709735e-01 1.206237e+00
7.219319e+13 7.138376e-01 3.816128e+13 3.320841e-01 2.577754e-01 1.026620e+00 7.413239e-01 8.650321e-01
9.036978e+13 3.349499e-01 6.709399e+10 4.830482e-01 6.198247e-01 1.050145e+00 1.097308e+00 6.695276e-01
1.914292e+14 3.920952e-01 4.236954e+13 1.202616e-01 4.022939e-01 6.130561e-01 9.684632e-01 1.127222e+00
2.686495e+14 1.154020e+00 1.877458e+11 1.650670e-01 2.683370e-01 2.236964e-01 8.241432e-01 6.091529e-01
1.241744e+14 7.544784e-01 1.933278e+11 1.699910e-01 9.824992e-03 5.754984e-01 1.675157e+00 9.286528e-01
9.090275e+13 1.097971e+00 2.518274e+13 5.422360e-01 3.890605e-01 4.978107e-01 1.477897e+00 8.759635e-01
6.986412e+13 2.346279e-01 8.458959e+10 4.034499e-01 4.656966e-01 1.377916e+00 1.244259e+00 7.638790e-01
2.721475e+14 7.765832e-01 1.201370e+12 3.070418e-01 5.399592e-01 1.950471e+00 1.148835e+00 7.403546e-01
8.130913e+13 5.456923e-01 1.110866e+10 4.825130e-01 5.101466e-01 1.523179e+00 1.104978e+00 8.880100e-01
2.576152e+14 8.567371e-01 7.625151e+11 3.057243e-01 6.613020e-01 1.084188e+00 7.343381e-01 8.894468e-01
3.145716e+14 4.399358e-01 4.790872e+11 4.298160e-01 6.213094e-02 1.857343e+00 4.467332e-01 1.218375e+00
1.229765e+14 1.744228e+00 2.549598e+10 1.771782e-01 3.569166e-01 2.659120e-01 2.990695e-01 7.127193e-01
8.566876e+13 1.124788e+00 1.886825e+11 4.094153e-01 1.885361e-01 1.171225e+00 1.481723e+00 1.127642e+00
2.611873e+14 8.380362e-01 2.310092e+10 5.227903e-01 2.226791e-01 4.399022e-01 1.910250e+00 1.246074e+00
1.237088e+14 8.686246e-01 3.784334e+12 5.596523e-01 4.268238e-01 7.258288e-01 3.098763e-01 8.488867e-01
2.609310e+14 2.448681e-01 2.502230e+10 4.306461e-01 1.753172e-01 1.132086e+00 6.030583e-01 1.251099e+00
2.581328e+14 5.332781e-01 1.546784e+11 2.535764e-01 4.905686e-01 1.723749e+00 9.706988e-01 9.487229e-01
2.860286e+14 1.184270e+00 2.311458e+13 3.336907e-01 3.018763e-01 1.873143e+00 1.343602e+00 1.476629e+00
1.168879e+14 1.188394e+00 3.699998e+12 2.733029e-01 3.553062e-02 1.210429e+00 1.336989e+00 1.343706e+00
8.452125e+13 3.494817e-01 2.887650e+13 4.387042e-01 2.357254e-01 1.982991e+00 8.410659e-01 7.908983e-01
6.377365e+13 2.355960e-01 1.052325e+10 2.521450e-01 3.525681e-01 1.841235e+00 1.546004e+00 8.451733e-01
9.210080e+13 1.076234e+00 6.729089e+12 4.997801e-01 2.718813e-01 1.878638e+00 5.587585e-01 9.622107e-01
1.470259e+14 3.200126e-01 5.526928e+10 2.863563e-01 1.862746e-01 1.932621e+00 1.313695e+00 1.039531e+00
1.413189e+14 1.146871e+00 1.549291e+13 2.534630e-01 3.187450e-01 4.244514e-01 5.214096e-01 9.251283e-01
1.857926e+14 4.688077e-01 1.228377e+12 5.965817e-02 3.118818e-01 1.468789e+00 1.479783e+00 5.462550e-01
1.833906e+14 1.342514e+00 4.685319e+12 2.013903e-01 1.657043e-01 1.174372e+00 8.682345e-01 1.115020e+00
2.096905e+14 7.845562e-01 1.220438e+11 3.706373e-01 5.615410e-01 1.289323e+00 9.174715e-01 7.178100e-01
2.763523e+14 2.362048e-01 8.963985e+11 4.361745e-01 6.110860e-01 3.546742e-01 6.112822e-01 1.292572e+00
7.143563e+13 1.690831e+00 9.772519e+11 3.995150e-01 4.836203e-02 8.277320e-01 1.624507e+00 8.670213e-01
7.402190e+13 1.630232e+00 5.839185e+11 3.256991e-01 2.405502e-01 1.184970e+00 1.898848e+00 1.410447e+00
1.647248e+14 5.363706e-01 1.391702e+13 5.157919e-01 2.894715e-01 1.848872e+00 3.844307e-01 1.380807e+00
2.768433e+14 1.453577e+00 6.546062e+12 1.521886e-01 6.383827e-01 5.592418e-01 2.962749e-01 7.641368e-01
